property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
flat,breez global heights,sohna road,0.4,5249.343832020997,2.0,2.0,2,7.0,Relatively New,762.0,0,0,0,0,0,0,57
house,independent,sector 4,1.25,78125.0,2.0,3.0,0,1.0,Moderately Old,160.0,0,0,0,0,0,0,0
house,independent,sector 7,0.9,90000.0,6.0,4.0,3,3.0,Old Property,100.0,0,1,0,0,1,2,44
flat,emaar palm gardens,sector 83,3.15,9843.75,5.0,7.0,3+,15.0,Relatively New,3200.0,0,1,0,0,0,2,165
flat,tulip violet,sector 69,1.7,9345.794392523365,4.0,4.0,2,7.0,Relatively New,1819.0,0,0,0,0,0,0,128
flat,m3m merlin,sector 67,2.98,14557.889594528579,3.0,3.0,3,0.0,Relatively New,2047.0,0,0,0,0,1,2,49
flat,microtek greenburg,sector 86,1.3,13771.186440677966,2.0,3.0,3,5.0,Relatively New,944.0,1,0,0,0,0,2,45
flat,corona optus,sector 37c,1.25,7997.44081893794,3.0,3.0,3,2.0,Relatively New,1563.0,1,0,0,0,0,0,49
flat,signature global city 63a,sector 63a,1.4,10204.081632653062,2.0,2.0,2,3.0,Under Construction,1372.0,0,0,0,0,1,0,0
flat,satya element one,sector 49,0.8,11111.111111111111,1.0,1.0,1,0.0,Moderately Old,720.0,0,0,0,0,0,0,0
flat,tulip violet,sector 69,1.43,10014.005602240897,3.0,3.0,2,1.0,Relatively New,1428.0,0,0,0,1,0,0,102
flat,ireo victory valley,sector 67,3.05,15032.035485460818,3.0,3.0,3+,21.0,Relatively New,2029.0,0,1,0,0,0,2,157
flat,pareena mi casa,sector 68,0.92,8163.265306122449,2.0,2.0,3,5.0,Under Construction,1127.0,0,0,0,0,1,0,50
flat,earth copia,sector 112,0.7,4672.897196261682,2.0,2.0,2,4.0,Relatively New,1498.0,0,0,0,0,0,0,65
flat,smart world gems,sector 89,0.95,11815.92039800995,2.0,2.0,2,1.0,Under Construction,804.0,1,0,0,0,0,0,122
flat,puri emerald bay,sector 104,2.45,11496.949788831535,3.0,4.0,3+,14.0,Relatively New,2131.0,0,1,0,0,0,2,56
flat,godrej,sector 79,1.18,9424.920127795527,2.0,2.0,3,7.0,Relatively New,1252.0,0,0,0,0,0,0,158
flat,godrej icon,sector 88a,1.62,11073.137388926863,3.0,2.0,3+,10.0,Relatively New,1463.0,1,0,0,0,0,1,49
flat,ss the leaf,sector 85,1.77,12206.896551724138,3.0,4.0,3,6.0,Moderately Old,1450.0,0,1,0,0,0,2,135
flat,breez global heights,sohna road,0.42,7446.808510638298,2.0,2.0,2,2.0,New Property,564.0,0,0,0,0,0,0,73
flat,ashiana mulberry,sohna road,1.07,6687.5,3.0,3.0,3+,7.0,Relatively New,1600.0,0,0,0,0,0,0,167
flat,avl 36 gurgaon,sector 36a,0.65,9893.455098934552,2.0,2.0,2,7.0,Relatively New,657.0,0,0,0,0,0,0,89
flat,shree vardhman flora,sector 90,0.65,5319.148936170212,2.0,2.0,3,10.0,Moderately Old,1222.0,1,0,0,0,0,2,83
flat,m3m golfestate,sector 65,5.9,19388.76109102859,3.0,3.0,3,18.0,Relatively New,3043.0,1,1,0,0,0,0,76
flat,vatika lifestyle homes,sector 83,1.05,6562.5,3.0,2.0,2,1.0,Moderately Old,1600.0,0,0,0,0,0,2,106
flat,la lagune,sector 54,6.75,27494.9083503055,4.0,6.0,3+,11.0,Moderately Old,2455.0,0,1,0,0,0,2,119
flat,dhoot time residency,sector 63,3.0,18270.401948842875,3.0,3.0,3+,14.0,Relatively New,1642.0,0,1,0,0,0,2,0
flat,sare homes,sector 92,0.5,4681.647940074907,3.0,3.0,2,1.0,Relatively New,1068.0,0,0,0,0,0,0,26
flat,orchid petals,sector 49,2.35,11576.354679802957,3.0,3.0,3,15.0,Relatively New,2030.0,0,0,0,0,1,0,49
flat,citizen apartment,sector 51,3.55,6826.923076923077,5.0,6.0,3+,11.0,Moderately Old,5200.0,1,1,1,1,0,2,157
flat,dlf wellington estate,sector 43,2.09,16151.46831530139,3.0,3.0,2,11.0,Old Property,1294.0,0,0,0,0,0,2,79
house,suncity township,sector 54,2.0,333333.3333333333,9.0,9.0,3,11.0,Relatively New,60.0,0,1,0,0,0,1,7
house,dlf city plots phase 2,sector 25,6.3,35000.0,4.0,4.0,3+,2.0,Old Property,1800.0,0,1,1,0,0,0,89
flat,supertech basera,sector 79,0.36,6593.406593406594,2.0,2.0,1,4.0,New Property,546.0,0,0,0,0,0,0,60
flat,suncity vatsal valley,gwal pahari,1.0,12004.801920768306,2.0,2.0,2,3.0,New Property,833.0,0,0,0,0,0,2,13
flat,puri diplomatic greens,sector 111,5.25,12892.927308447937,4.0,6.0,3+,7.0,Relatively New,4072.0,0,1,0,0,0,2,134
flat,ats kocoon,sector 109,1.65,10000.0,3.0,3.0,3,19.0,Relatively New,1650.0,0,0,1,0,0,2,159
flat,tulip violet,sector 69,1.75,9814.91867638811,4.0,4.0,1,12.0,Relatively New,1783.0,0,0,0,0,0,0,86
flat,ireo the grand arch,sector 58,2.2,15363.128491620111,2.0,2.0,1,5.0,Relatively New,1432.0,1,0,0,0,0,2,94
flat,orchid petals,sector 49,4.79,12862.5134264232,5.0,5.0,3+,14.0,Relatively New,3724.0,1,1,0,1,0,0,49
house,independent,sector 23,5.0,16244.314489928525,4.0,4.0,2,2.0,Old Property,3078.0,0,0,0,0,0,0,7
flat,ramprastha primera,sector 37d,1.2,12000.0,3.0,3.0,3,5.0,Relatively New,1000.0,0,0,1,0,0,0,50
house,unitech aspen greens,sector 50,12.0,37037.03703703704,3.0,4.0,2,1.0,Moderately Old,3240.0,1,1,0,0,0,2,101
flat,rof ananda,sector 95,0.55,6781.750924784217,3.0,2.0,2,14.0,New Property,811.0,1,0,0,0,0,2,81
flat,ss the leaf,sector 85,1.05,7075.471698113208,2.0,2.0,3,6.0,Relatively New,1484.0,0,0,0,0,1,0,49
house,bptp pedestal,sector 70a,0.92,6974.981046247157,2.0,3.0,3+,3.0,New Property,1319.0,0,0,0,0,1,0,153
house,independent,sector 6,1.0,41666.666666666664,6.0,4.0,0,3.0,Moderately Old,240.0,0,0,0,0,0,0,0
flat,ild grand centra,sector 37c,0.95,5219.780219780219,3.0,1.0,0,0.0,Relatively New,1820.0,0,0,0,0,0,0,0
house,independent,sector 14,4.5,16198.704103671706,5.0,5.0,1,1.0,Relatively New,2778.0,0,0,0,0,0,0,0
flat,ireo skyon,sector 60,2.5,17818.95937277263,2.0,3.0,2,4.0,Relatively New,1403.0,1,0,0,0,0,0,100
flat,vatika sovereign park,sector 99,3.2,9922.480620155038,4.0,4.0,0,5.0,Under Construction,3225.0,0,0,0,0,0,0,23
house,laxmi garden sector-11,sector 11,1.5,115384.61538461539,12.0,9.0,1,3.0,Relatively New,130.0,1,1,0,1,1,2,106
flat,eldeco accolade,sohna road,0.85,8691.20654396728,2.0,2.0,3,10.0,New Property,978.0,0,0,0,0,0,0,72
flat,shree vardhman victoria,sector 70,1.07,8756.137479541734,2.0,2.0,3,8.0,Relatively New,1222.0,1,0,0,0,0,0,108
house,independent,sector 57,7.25,26851.85185185185,9.0,9.0,3+,2.0,New Property,2700.0,0,1,0,1,1,2,49
flat,pivotal devaan,sector 84,0.34,6378.986866791745,2.0,2.0,1,3.0,Relatively New,533.0,0,0,1,0,0,0,75
house,ansal sushant lok plots,sector 43,5.8,29974.160206718345,6.0,6.0,3,2.0,Relatively New,1935.0,0,1,0,0,1,2,49
flat,ats triumph,sector 104,1.75,8595.284872298625,3.0,4.0,3+,12.0,Relatively New,2036.0,1,1,0,1,1,2,21
flat,professors enclave cghs,sector 56,1.55,8563.53591160221,3.0,3.0,3+,6.0,Moderately Old,1810.0,0,1,0,0,0,2,49
flat,shree vardhman flora,sector 90,1.0,5665.7223796033995,3.0,4.0,3,8.0,New Property,1765.0,0,1,0,0,0,0,95
house,independent,sector 55,1.45,241666.66666666666,4.0,4.0,3+,4.0,Relatively New,60.0,0,0,1,0,0,0,70
flat,dlf regal gardens,sector 90,1.26,7860.2620087336245,3.0,3.0,3,6.0,Relatively New,1603.0,0,0,0,0,1,2,28
flat,vatika gurgaon,sector 83,0.75,6521.739130434783,2.0,2.0,2,19.0,Relatively New,1150.0,0,0,0,0,1,2,105
flat,pareena laxmi apartments,sector 99a,0.32,6765.327695560254,2.0,2.0,2,2.0,New Property,473.0,0,0,0,0,0,0,50
flat,ss the leaf,sector 85,1.83,9506.493506493507,3.0,4.0,3,9.0,Relatively New,1925.0,0,0,0,0,0,0,49
flat,dlf regal gardens,sector 90,1.79,7273.466070702966,4.0,3.0,3+,10.0,Moderately Old,2461.0,0,0,0,0,0,0,63
house,bhawani enclave,sector 12,0.42,7407.407407407408,3.0,3.0,0,2.0,New Property,567.0,0,0,0,1,0,0,0
flat,apartment,sector 92,0.75,4218.22272215973,3.0,4.0,3,2.0,Moderately Old,1778.0,1,0,0,0,0,0,113
flat,godrej,sector 33,0.95,7581.803671189146,2.0,2.0,3+,3.0,Under Construction,1253.0,0,0,0,0,0,0,0
house,independent,sector 110,1.0,83333.33333333333,3.0,2.0,2,1.0,Old Property,120.0,0,0,0,1,0,0,0
flat,bptp mansions park prime,sector 66,2.7,10795.681727309076,4.0,4.0,3,6.0,Relatively New,2501.0,0,1,0,0,1,0,13
flat,unitech fresco,sector 50,1.14,8571.42857142857,2.0,2.0,2,19.0,Moderately Old,1330.0,0,0,0,0,1,2,174
flat,paras quartier,gwal pahari,7.5,15489.467162329616,4.0,4.0,3+,20.0,New Property,4842.0,0,1,0,1,1,2,49
flat,maxworth city residences,sector 10a,0.9,8287.292817679558,2.0,2.0,3,9.0,New Property,1086.0,0,0,0,0,1,0,52
flat,ats triumph,sector 104,2.0,9652.509652509652,3.0,4.0,3+,4.0,Relatively New,2072.0,0,1,0,0,0,0,60
flat,supertech araville,sector 79,1.35,10000.0,2.0,2.0,3,6.0,New Property,1350.0,1,0,0,0,1,2,88
flat,tulip violet,sector 69,1.32,9302.32558139535,3.0,3.0,1,12.0,Relatively New,1419.0,0,0,0,1,0,0,86
house,eros rosewood villas,sector 49,2.5,13157.894736842105,3.0,3.0,2,2.0,Moderately Old,1900.0,0,0,1,1,0,0,59
flat,ramprasta awho,sector 95,0.92,5257.142857142857,3.0,3.0,3+,13.0,Relatively New,1750.0,0,0,0,0,0,0,0
flat,alpha corp gurgaonone,sector 84,2.24,7077.409162717221,4.0,4.0,3,12.0,Relatively New,3165.0,0,1,0,0,0,0,20
flat,emaar mgf emerald floors premier,sector 65,2.4,15000.0,3.0,3.0,3,3.0,Relatively New,1600.0,1,1,0,0,0,2,49
flat,unitech heritage city,sector 14,4.26,13107.692307692309,4.0,4.0,0,9.0,Old Property,3250.0,0,0,0,0,0,0,0
flat,ashiana anmol,sohna road,0.9,7058.823529411765,2.0,2.0,2,8.0,Relatively New,1275.0,0,0,0,0,0,0,0
flat,unitech greenwood city,sector 45,2.4,123076.92307692308,3.0,3.0,2,1.0,New Property,195.0,0,1,0,0,0,2,19
flat,ashiana mulberry,sohna road,0.74,5413.313825896123,2.0,2.0,3+,12.0,Relatively New,1367.0,0,0,0,0,0,0,71
house,independent,sohna road,1.55,132478.63247863247,2.0,3.0,2,1.0,New Property,117.0,1,0,0,1,0,2,49
flat,sobha city,sector 108,2.6,15195.791934541205,3.0,3.0,2,11.0,New Property,1711.0,0,0,0,0,0,0,49
flat,emaar mgf emerald floors premier,sector 65,2.8,16969.696969696968,3.0,3.0,3+,3.0,Relatively New,1650.0,1,1,0,0,0,2,38
flat,m3m golfestate,sector 65,4.95,17578.125,3.0,3.0,3,10.0,Relatively New,2816.0,0,1,0,0,0,2,82
house,independent,sector 12,1.7,8500.0,5.0,5.0,3,3.0,Moderately Old,2000.0,0,0,0,1,1,0,9
house,independent,sector 4,0.47,3481.4814814814813,3.0,4.0,0,3.0,Moderately Old,1350.0,0,0,0,0,0,0,0
flat,dlf the ultima,sector 81,3.45,13652.55243371587,4.0,4.0,3+,25.0,Moderately Old,2527.0,0,1,0,0,0,0,67
flat,raheja vedaanta,sector 108,0.95,5761.067313523347,3.0,3.0,3,3.0,Relatively New,1649.0,0,0,0,0,1,0,95
flat,maruti vihar,sector 28,1.0,10050.251256281406,1.0,1.0,1,1.0,Old Property,995.0,1,0,0,1,0,2,80
flat,ramson kshitij sec-95 gurugram,sector 95,0.27,3562.0052770448547,2.0,2.0,0,1.0,Relatively New,758.0,0,0,0,0,0,0,0
house,independent,sector 4,0.55,4074.074074074074,3.0,3.0,2,2.0,Relatively New,1350.0,0,0,0,0,1,0,7
flat,dlf new town heights,sector 86,1.26,7212.3640526617055,3.0,3.0,3,5.0,Moderately Old,1747.0,0,1,0,0,1,0,113
house,independent,sector 5,3.75,11029.411764705883,5.0,5.0,3+,3.0,Old Property,3400.0,0,0,0,0,0,0,0
house,independent,sector 9,3.5,13409.961685823755,9.0,9.0,3+,3.0,Relatively New,2610.0,1,0,0,0,0,0,23
house,independent,sector 4,0.67,88157.8947368421,3.0,3.0,2,2.0,Relatively New,76.0,0,0,0,0,1,0,7
house,independent,sector 23,2.4,12000.0,3.0,3.0,2,2.0,Moderately Old,2000.0,0,0,1,1,0,0,28
flat,vatika lifestyle homes,sector 83,1.3,5023.183925811438,3.0,3.0,1,6.0,Relatively New,2588.0,0,0,0,0,0,0,79
flat,tarc maceo,sector 91,0.96,7553.1077891424075,2.0,2.0,3+,8.0,Moderately Old,1271.0,0,0,0,0,0,0,85
flat,birla navya,sector 63a,3.23,26871.880199667223,3.0,3.0,3,4.0,New Property,1202.0,0,1,0,0,0,0,52
flat,sare crescent parc,sector 92,0.49,4418.394950405771,2.0,2.0,2,2.0,Relatively New,1109.0,0,0,0,0,0,0,96
flat,om appartments,sector 3 phase 2,0.4,4000.0,3.0,2.0,1,3.0,Relatively New,1000.0,0,0,0,0,0,0,7
flat,ild greens,sector 37c,0.95,8057.675996607294,2.0,2.0,3+,11.0,Relatively New,1179.0,0,0,1,1,0,2,119
flat,pyramid urban,sector 67a,0.56,7197.943444730078,2.0,2.0,2,0.0,Relatively New,778.0,0,0,0,0,1,0,49
house,vipul tatvam villa,sector 48,19.5,22222.222222222223,5.0,6.0,3,2.0,Moderately Old,8775.0,1,1,1,1,0,2,110
flat,emaar mgf palm hills,sector 77,1.5,11450.381679389313,3.0,3.0,3,4.0,Relatively New,1310.0,0,0,0,0,0,2,97
flat,sare petioles,sector 92,1.22,5828.953655040612,4.0,3.0,3,9.0,Under Construction,2093.0,0,1,0,0,0,0,99
flat,shree vardhman victoria,sector 70,1.65,9348.44192634561,3.0,4.0,3,12.0,Relatively New,1765.0,0,1,1,0,0,0,56
flat,tulip violet,sector 69,1.78,9785.596481583287,4.0,4.0,2,10.0,Relatively New,1819.0,0,0,0,1,0,2,156
house,independent,sector 43,6.5,35403.05010893246,5.0,4.0,3+,3.0,Moderately Old,1836.0,0,1,0,1,0,2,54
flat,meditech apartment,sector 56,2.45,8448.275862068966,4.0,4.0,3+,1.0,Relatively New,2900.0,0,0,0,0,1,2,118
flat,apex our homes,sector 37c,0.33,3882.3529411764707,2.0,2.0,1,3.0,Relatively New,850.0,0,0,0,0,0,2,158
flat,puri the aravallis,sector 61,3.87,17200.0,3.0,4.0,3+,21.0,Under Construction,2250.0,0,1,0,0,0,0,58
flat,ss the leaf,sector 85,1.99,8298.582151793162,3.0,4.0,3+,17.0,Relatively New,2398.0,0,1,0,0,0,2,174
flat,smart world orchard,sector 61,2.1,13689.700130378096,3.0,2.0,3,3.0,Under Construction,1534.0,0,0,0,0,0,0,146
flat,hcbs sports ville,sohna road,0.22,4604.345253304402,1.0,1.0,1,9.0,Relatively New,477.809521,0,0,0,0,0,2,44
flat,ansal heights,sector 92,0.6,5020.92050209205,2.0,2.0,3,11.0,Under Construction,1195.0,0,0,0,0,1,0,23
flat,signature global park,sohna road,0.54,6521.739130434783,2.0,1.0,3,1.0,New Property,828.0,0,0,0,0,0,0,65
flat,bptp terra,sector 37d,1.78,8976.298537569339,4.0,3.0,3,10.0,Relatively New,1983.0,0,1,0,0,0,0,127
flat,godrej nature plus,sector 33,1.7,11333.333333333334,3.0,3.0,3+,6.0,New Property,1500.0,0,1,0,0,0,0,38
flat,bptp terra,sector 37d,1.72,12527.312454479243,3.0,3.0,3,9.0,Relatively New,1373.0,1,0,0,0,0,2,24
house,dlf south city 1,sector 41,2.65,18928.571428571428,3.0,3.0,3,4.0,New Property,1400.0,0,1,0,0,0,2,22
flat,smart world orchard,sector 61,2.2,12147.98453892877,3.0,3.0,2,3.0,Under Construction,1811.0,0,0,0,0,0,0,16
flat,unitech south park,sector 70,1.13,7755.662319835276,3.0,3.0,2,1.0,Under Construction,1457.0,0,0,0,0,0,0,46
flat,mapsko royale ville,sector 82,1.12,7466.666666666668,3.0,4.0,2,6.0,Relatively New,1500.0,0,1,0,1,0,0,174
flat,pareena mi casa,sector 68,1.7,9397.457158651188,4.0,4.0,3+,23.0,New Property,1809.0,0,0,0,0,0,0,88
flat,today callidora,sector 73,0.9,5548.705302096178,3.0,3.0,3,3.0,Under Construction,1622.0,0,1,0,0,0,0,63
house,nitin vihar,sector 33,0.85,9444.444444444445,3.0,2.0,0,1.0,Relatively New,900.0,0,0,0,0,0,0,15
flat,la vida by tata housing,sector 113,2.85,14207.377866400797,3.0,3.0,3+,10.0,New Property,2006.0,0,1,0,0,0,0,72
flat,gls arawali homes,sohna road,0.35,6294.964028776978,2.0,2.0,2,5.0,Relatively New,556.0,0,0,0,0,0,0,30
flat,shapoorji pallonji joyville gurugram,sector 102,0.97,13072.776280323451,2.0,2.0,2,10.0,Relatively New,742.0,0,0,0,0,0,0,151
flat,capital residences 360,sector 70a,1.64,8410.25641025641,3.0,3.0,3+,4.0,New Property,1950.0,0,1,0,0,0,0,144
flat,tulip violet,sector 69,1.68,9235.843870258384,4.0,4.0,2,7.0,Relatively New,1819.0,0,0,0,0,0,0,127
house,independent,sector 11,4.5,25000.0,16.0,16.0,3+,4.0,Relatively New,1800.0,0,0,0,0,0,2,20
house,signature global park,sohna road,0.85,7589.285714285715,3.0,2.0,2,1.0,Under Construction,1120.0,0,0,0,0,0,0,15
flat,antriksh heights,sector 84,0.54,4972.375690607735,2.0,2.0,3+,17.0,Relatively New,1086.0,0,0,0,0,0,0,81
flat,pioneer urban presidia,sector 62,6.5,16560.509554140128,4.0,4.0,3+,3.0,Moderately Old,3925.0,1,0,0,0,0,0,86
flat,dlf regal gardens,sector 90,1.15,6990.881458966565,3.0,3.0,3+,18.0,Relatively New,1645.0,0,0,0,1,0,2,130
flat,experion the heartsong,sector 108,1.6,10664.604843063675,3.0,4.0,3+,3.0,Relatively New,1500.29,0,1,0,0,0,2,60
flat,divya apartments,sector 6,0.6,7594.93670886076,2.0,2.0,0,2.0,Relatively New,790.0,0,0,0,0,0,2,15
flat,lotus homz,sector 111,0.6,7604.5627376425855,2.0,2.0,3,9.0,New Property,789.0,0,0,0,0,0,0,52
flat,ats triumph,sector 104,2.6,9119.607155384076,4.0,4.0,3+,12.0,Relatively New,2851.0,0,1,0,0,0,0,118
flat,vatika gurgaon,sector 83,1.12,9333.333333333336,3.0,3.0,2,4.0,Relatively New,1200.0,1,1,1,1,0,2,165
flat,shree vardhman victoria,sector 70,1.62,10609.037328094304,3.0,5.0,3,9.0,Relatively New,1527.0,0,1,0,0,0,0,43
flat,godrej air,sector 85,1.05,108247.42268041238,2.0,2.0,1,15.0,Under Construction,97.0,0,0,0,0,0,0,45
house,malibu towne,sector 47,8.81,27191.35802469136,8.0,6.0,3+,3.0,Moderately Old,3240.0,1,1,0,0,1,2,27
house,independent,sector 31,9.25,39529.91452991453,12.0,12.0,3+,4.0,New Property,2340.0,0,1,0,1,1,1,49
flat,paras dews,sector 106,1.4,9120.521172638437,4.0,6.0,3+,10.0,Relatively New,1535.0,0,1,0,0,0,0,174
house,independent,sector 46,5.5,23060.796645702307,8.0,8.0,3+,3.0,Moderately Old,2385.0,1,0,0,0,1,2,32
flat,ansal heights 86,sector 86,0.87,7067.424857839155,2.0,2.0,1,12.0,New Property,1231.0,0,0,0,0,1,2,45
flat,hsiidc sidco aravali,manesar,0.91,4789.473684210527,3.0,3.0,3+,8.0,Moderately Old,1900.0,0,1,0,0,0,0,23
house,eros rosewood city,sector 49,3.75,22045.855379188713,3.0,3.0,1,2.0,Old Property,1701.0,0,0,0,1,0,2,6
house,emaar mgf marbella,sector 66,12.0,37037.03703703704,5.0,5.0,3+,3.0,New Property,3240.0,0,1,1,1,0,2,106
flat,emaar imperial gardens,sector 102,1.98,8910.89108910891,3.0,3.0,3+,9.0,Relatively New,2222.0,0,1,0,0,0,2,72
flat,raheja vanya,sector 99a,0.59,5207.413945278023,2.0,2.0,3,1.0,Under Construction,1133.0,0,0,0,0,1,0,96
flat,vipul world floors,sector 48,4.3,12485.48199767712,4.0,5.0,3+,4.0,New Property,3444.0,1,1,0,1,0,0,88
flat,ashiana apartment,sector 23,0.16,2266.28895184136,2.0,2.0,2,1.0,Moderately Old,706.0,0,0,0,0,0,0,0
flat,orris carnation residency,sector 85,0.72,5333.333333333333,3.0,3.0,2,9.0,Moderately Old,1350.0,0,0,0,0,1,0,49
flat,imperia the esfera,sector 37c,0.98,5903.614457831325,3.0,4.0,3,9.0,Relatively New,1660.0,0,1,0,0,1,0,49
flat,supertech araville,sector 79,0.78,6655.290102389078,2.0,2.0,3+,17.0,Relatively New,1172.0,0,0,0,0,0,0,24
flat,ss almeria,sector 84,1.5,8112.493239588967,3.0,3.0,3,2.0,New Property,1849.0,0,1,0,0,0,0,108
flat,alpha corp gurgaonone,sector 84,2.2,6828.057107386717,4.0,4.0,3,10.0,Relatively New,3222.0,0,1,0,0,0,0,21
flat,bestech park view grand spa,sector 81,2.35,9351.372861122165,3.0,4.0,3+,6.0,Relatively New,2513.0,0,1,0,0,0,2,101
flat,ireo the corridors,sector 67a,1.85,9531.1695002576,3.0,4.0,3,4.0,New Property,1941.0,1,0,1,0,0,2,150
flat,smart world orchard,sector 61,1.47,11502.347417840376,2.0,2.0,2,4.0,Under Construction,1278.0,1,0,0,0,0,0,31
flat,experion windchants,sector 112,3.0,11538.461538461539,3.0,3.0,2,2.0,Relatively New,2600.0,0,0,0,0,1,2,49
flat,dlf royalton tower,sector 43,6.5,23967.55162241888,4.0,4.0,3+,9.0,Moderately Old,2712.0,0,1,0,0,0,0,7
flat,aditya apartment,manesar,1.0,4032.2580645161293,3.0,4.0,0,3.0,New Property,2480.0,0,0,0,0,0,0,0
flat,la vida by tata housing,sector 113,1.38,10222.22222222222,2.0,2.0,3,8.0,New Property,1350.0,1,0,0,0,0,0,174
house,independent,sector 41,1.65,13750.0,1.0,1.0,0,1.0,Moderately Old,1200.0,0,0,0,0,0,0,0
flat,rof aalayas,sector 102,0.45,6000.0,1.0,1.0,2,6.0,Relatively New,750.0,0,0,0,0,0,0,0
flat,rof ananda,sector 95,0.25,7267.441860465116,1.0,1.0,1,4.0,New Property,344.0,0,0,0,0,0,0,0
house,independent,sector 105,0.74,7400.0,3.0,3.0,0,2.0,Moderately Old,1000.0,0,0,0,0,0,0,0
flat,antriksh heights,sector 84,0.85,6955.810147299509,2.0,2.0,3,10.0,New Property,1222.0,1,0,0,0,1,0,24
flat,bestech park view grand spa,sector 81,2.91,9645.34305601591,4.0,5.0,2,6.0,Relatively New,3017.0,0,1,0,0,0,2,101
flat,green court,sector 76,0.38,4954.367666232073,2.0,2.0,1,7.0,Under Construction,767.0,0,0,0,0,0,0,35
flat,la vida by tata housing,sector 113,2.35,10633.484162895928,3.0,3.0,3,11.0,New Property,2210.0,0,1,0,0,0,0,174
house,independent,sector 14,6.4,20317.460317460318,6.0,6.0,3+,3.0,Old Property,3150.0,0,0,0,0,1,0,35
flat,emaar mgf emerald floors premier,sector 65,2.35,12820.51282051282,3.0,3.0,3,3.0,Relatively New,1833.0,1,1,0,0,0,2,124
flat,dlf the ultima,sector 81,2.3,14223.87136672851,3.0,3.0,3+,19.0,Relatively New,1617.0,1,1,0,1,1,1,49
flat,shree vardhman victoria,sector 70,1.55,10150.622134905043,3.0,3.0,3,6.0,Relatively New,1527.0,1,1,0,1,1,0,49
flat,vatika independent floors,sector 82,0.67,5826.086956521739,2.0,2.0,3,2.0,Moderately Old,1150.0,0,0,0,0,0,0,53
flat,orris carnation residency,sector 85,0.9,5714.285714285715,4.0,4.0,3,8.0,Moderately Old,1575.0,0,0,0,0,0,2,40
house,independent,sector 46,2.25,250000.0,4.0,3.0,3,3.0,Relatively New,90.0,1,0,0,0,0,2,35
flat,elan the presidential,sector 106,3.9,15918.367346938776,3.0,3.0,0,20.0,Relatively New,2450.0,0,0,0,0,0,0,66
flat,experion the heartsong,sector 108,0.97,8311.91088260497,2.0,2.0,3,10.0,Relatively New,1167.0,0,1,0,0,0,0,165
flat,adani m2k oyster grande,sector 102,2.35,9995.746490854955,3.0,3.0,3,14.0,Relatively New,2351.0,1,1,0,0,0,2,165
flat,emaar mgf palm terraces select,sector 66,3.4,15384.615384615385,4.0,4.0,3+,2.0,Relatively New,2210.0,0,1,0,0,0,2,157
flat,tulip purple,sector 69,1.92,8839.779005524862,4.0,5.0,3+,5.0,Relatively New,2172.0,0,1,0,0,0,2,158
flat,signature global orchard avenue,sector 93,0.85,14237.85594639866,2.0,2.0,0,10.0,Relatively New,597.0,0,0,0,0,0,0,0
flat,ss the leaf,sector 85,1.08,9000.0,2.0,2.0,3,8.0,New Property,1200.0,1,1,1,1,0,2,157
flat,spaze privy at,sector 84,1.35,7714.285714285715,3.0,3.0,3,7.0,Relatively New,1750.0,0,0,0,1,0,0,90
flat,the close south,sector 50,3.1,12653.061224489797,3.0,4.0,3+,4.0,Moderately Old,2450.0,0,1,0,0,0,2,165
flat,godrej,sector 79,1.47,158064.51612903227,2.0,2.0,3,9.0,New Property,93.0,1,0,0,0,0,0,99
flat,tulip violet,sector 69,1.4,9803.921568627451,3.0,3.0,2,9.0,Relatively New,1428.0,0,0,0,1,0,0,120
flat,signature global city 81,sector 81,0.89,7453.93634840871,2.0,2.0,2,3.0,Under Construction,1194.0,0,0,0,0,1,0,20
flat,ireo victory valley,sector 67,3.5,14056.224899598394,3.0,4.0,3,24.0,Relatively New,2490.0,0,1,0,1,0,2,149
flat,mapsko mount ville,sector 79,1.25,11814.744801512288,3.0,3.0,3,18.0,Relatively New,1058.0,1,0,0,0,0,2,102
flat,shree vardhman victoria,sector 70,1.75,8974.358974358975,3.0,5.0,0,0.0,Relatively New,1950.0,0,0,0,0,0,0,47
flat,godrej,sector 79,1.34,9416.725228390724,3.0,3.0,3,7.0,Relatively New,1423.0,0,0,0,0,0,0,158
flat,the close north,sector 50,2.75,11458.333333333334,3.0,3.0,3,3.0,Moderately Old,2400.0,0,1,0,0,0,0,110
flat,bestech park view grand spa,sector 81,4.0,10523.546435148644,4.0,5.0,3+,15.0,Relatively New,3801.0,0,1,0,0,0,2,127
house,independent,sector 11,0.95,7307.692307692308,5.0,3.0,0,1.0,Relatively New,1300.0,0,0,0,0,0,0,0
house,bptp visionnaire,sector 70a,5.25,20114.94252873563,5.0,4.0,3+,3.0,New Property,2610.0,0,1,0,0,0,2,49
flat,vatika the seven lamps,sector 82,0.89,7404.326123128119,2.0,2.0,2,14.0,Relatively New,1202.0,1,0,0,0,0,2,129
flat,rof ananda,sector 95,0.38,5307.262569832402,2.0,2.0,2,5.0,Relatively New,716.0,1,0,0,0,0,0,83
house,independent,sector 82,7.5,23148.14814814815,5.0,5.0,3+,2.0,Relatively New,3240.0,0,1,0,1,0,2,135
